train_loss,train_compile_metrics,test_loss,test_compile_metrics
0.23854145407676697,0.9134199023246765,0.29633060097694397,0.8735632300376892
0.22744739055633545,0.9181034564971924,0.3218894302845001,0.8850574493408203
0.2179591953754425,0.9264069199562073,0.31417644023895264,0.8505747318267822
0.22747722268104553,0.943965494632721,0.2871488034725189,0.8720930218696594
0.2377338707447052,0.939393937587738,0.30496570467948914,0.9195402264595032
0.24266520142555237,0.9134199023246765,0.30306023359298706,0.8505747318267822
0.26973429322242737,0.9090909361839294,0.26073336601257324,0.9195402264595032
0.23333002626895905,0.8701298832893372,0.43695661425590515,0.8275862336158752
0.2436164766550064,0.9396551847457886,0.3073541522026062,0.8720930218696594
0.2477676421403885,0.9177489280700684,0.2381609082221985,0.931034505367279
0.256849080324173,0.9047619104385376,0.35194388031959534,0.8390804529190063
0.24286843836307526,0.9090909361839294,0.27529671788215637,0.8735632300376892
0.23420469462871552,0.9177489280700684,0.30924540758132935,0.8275862336158752
0.24674154818058014,0.8793103694915771,0.31737127900123596,0.8372092843055725
0.21857993304729462,0.9307359457015991,0.3714313805103302,0.8620689511299133
0.24117684364318848,0.8744588494300842,0.3115784525871277,0.8620689511299133
0.25592246651649475,0.887445867061615,0.29586905241012573,0.8850574493408203
0.2336220145225525,0.9307359457015991,0.2959005534648895,0.8735632300376892
0.22933194041252136,0.892241358757019,0.35553285479545593,0.8604651093482971
0.24443572759628296,0.887445867061615,0.33949774503707886,0.8505747318267822
0.22706374526023865,0.9264069199562073,0.2479541003704071,0.931034505367279
0.25804221630096436,0.8658008575439453,0.3180646002292633,0.8735632300376892
0.26661649346351624,0.9047619104385376,0.30292418599128723,0.8850574493408203
0.223469078540802,0.9350649118423462,0.33252501487731934,0.8620689511299133
0.2192431092262268,0.9220778942108154,0.27984562516212463,0.8850574493408203
0.2441086620092392,0.9224137663841248,0.29398027062416077,0.8837209343910217
0.2414710372686386,0.9134199023246765,0.34001731872558594,0.8735632300376892
0.2557876706123352,0.887445867061615,0.3371078670024872,0.8505747318267822
0.2879355549812317,0.8491379022598267,0.3060743808746338,0.8720930218696594
0.2069653570652008,0.939393937587738,0.29550236463546753,0.8735632300376892
0.24469441175460815,0.939393937587738,0.2579388916492462,0.9195402264595032
0.24975033104419708,0.939393937587738,0.3251713812351227,0.8735632300376892
0.22894611954689026,0.8961039185523987,0.26258382201194763,0.8850574493408203
0.22574549913406372,0.9220778942108154,0.28078126907348633,0.8965517282485962
0.21832072734832764,0.9047619104385376,0.3585425317287445,0.8275862336158752
0.24872076511383057,0.9224137663841248,0.23953752219676971,0.930232584476471
0.23673172295093536,0.9350649118423462,0.35329511761665344,0.8275862336158752
0.2392800897359848,0.9220778942108154,0.2533397376537323,0.9195402264595032
0.280674546957016,0.9267241358757019,0.35739076137542725,0.8604651093482971
0.2353438436985016,0.939393937587738,0.2813200354576111,0.9080459475517273
0.21454665064811707,0.9220778942108154,0.2602314352989197,0.8850574493408203
0.27037423849105835,0.8917748928070068,0.3069290816783905,0.8505747318267822
0.2410157322883606,0.939393937587738,0.3317302167415619,0.8850574493408203
0.20573483407497406,0.9264069199562073,0.28265103697776794,0.8850574493408203
0.2222965508699417,0.9134199023246765,0.2805766761302948,0.8620689511299133
0.23007220029830933,0.931034505367279,0.2714448571205139,0.9186046719551086
0.2392280399799347,0.9177489280700684,0.24136383831501007,0.931034505367279
0.22507406771183014,0.9437229633331299,0.33360207080841064,0.8735632300376892
0.2539440393447876,0.9220778942108154,0.270364373922348,0.9195402264595032
0.20504727959632874,0.9090909361839294,0.3608472943305969,0.8275862336158752
0.24437037110328674,0.943965494632721,0.29219308495521545,0.895348846912384
0.24665005505084991,0.9090909361839294,0.3170059025287628,0.8505747318267822
0.23936827480793,0.9177489280700684,0.3319198787212372,0.8390804529190063
0.21243460476398468,0.9350649118423462,0.30568453669548035,0.8390804529190063
0.22174499928951263,0.9137930870056152,0.2518937885761261,0.895348846912384
0.24675191938877106,0.9047619104385376,0.34073513746261597,0.8620689511299133
0.2397710084915161,0.9177489280700684,0.26189059019088745,0.8850574493408203
0.20816181600093842,0.9047619104385376,0.3704088032245636,0.8620689511299133
0.2364964336156845,0.9090909361839294,0.3092796206474304,0.8505747318267822
0.21551631391048431,0.9090909361839294,0.2946587800979614,0.8850574493408203
0.24034050107002258,0.9267241358757019,0.2891722023487091,0.8604651093482971
